course_id,course_title,category,instructor_id,difficulty_level,duration_hours,price,published_date
c00135,Music Course 135,Music,i04073,Intermediate,30,105.38,5/24/2022
c00136,Data Science Course 136,Data Science,i09760,Beginner,6,47.67,3/26/2020
c00137,Music Course 137,Music,i00890,Intermediate,27,89.66,7/17/2023
c00138,Programming Course 138,Programming,i09504,Intermediate,29,128.75,6/21/2021
c00139,Data Science Course 139,Data Science,i04026,Intermediate,11,111.07,8/4/2022
c00140,History Course 140,History,i08011,Advanced,5,154.68,8/24/2018
c00141,History Course 141,History,i06237,Beginner,49,28.61,7/6/2021
c00142,History Course 142,History,i06488,Beginner,32,65.94,5/30/2023
c00143,AI Course 143,AI,i04681,Advanced,20,106.39,8/23/2018
c00144,History Course 144,History,i08833,Intermediate,50,126.25,10/2/2022
c00145,History Course 145,History,i02948,Intermediate,19,99.53,4/5/2023
c00146,Physics Course 146,Physics,i08177,Beginner,7,27.62,4/10/2023
c00147,Business Course 147,Business,i04868,Beginner,28,74.89,8/29/2020
c00148,Business Course 148,Business,i05739,Intermediate,17,115.13,5/4/2023
c00149,Biology Course 149,Biology,i07396,Intermediate,13,108.37,9/17/2021
c00150,Programming Course 150,Programming,i06203,Intermediate,34,88.92,5/8/2021
c00151,Music Course 151,Music,i03485,Beginner,13,64.21,3/5/2020
c00152,Music Course 152,Music,i03841,Beginner,27,37.69,7/13/2019
c00153,Physics Course 153,Physics,i06635,Intermediate,11,102.07,12/4/2022
c00154,Physics Course 154,Physics,i04690,Advanced,41,168.42,2/24/2020
c00155,Biology Course 155,Biology,i05147,Beginner,27,41.64,8/5/2021
c00156,Design Course 156,Design,i04933,Advanced,47,151.94,12/12/2022
c00157,Design Course 157,Design,i06290,Intermediate,5,69.03,10/24/2023
c00158,Math Course 158,Math,i08423,Intermediate,52,105.25,2/24/2020
c00159,Physics Course 159,Physics,i00872,Advanced,32,122.71,11/29/2019
c00160,Data Science Course 160,Data Science,i04611,Advanced,52,126.57,1/2/2020
c00161,AI Course 161,AI,i06728,Intermediate,5,102.47,6/12/2023
c00162,Business Course 162,Business,i00973,Advanced,53,134.3,12/14/2022
c00163,Programming Course 163,Programming,i04547,Advanced,7,184.32,11/9/2021
c00164,Biology Course 164,Biology,i08613,Beginner,27,58.33,12/19/2023
c00165,Design Course 165,Design,i02172,Beginner,22,24.25,12/30/2021
c00166,Music Course 166,Music,i02173,Intermediate,26,129.31,4/9/2021
c00167,Math Course 167,Math,i06654,Beginner,13,55.97,4/24/2022
c00168,Business Course 168,Business,i08039,Beginner,33,48.28,2/21/2023
c00169,AI Course 169,AI,i09641,Advanced,5,109.65,11/22/2023
c00170,Design Course 170,Design,i01682,Intermediate,12,81.12,7/26/2021
c00171,Math Course 171,Math,i09553,Intermediate,30,89.21,6/1/2020
c00172,Data Science Course 172,Data Science,i00688,Beginner,8,55,5/3/2021
c00173,Music Course 173,Music,i03382,Beginner,24,25.37,4/29/2022
c00174,Music Course 174,Music,i01048,Beginner,5,72.85,3/31/2022
c00175,Math Course 175,Math,i02579,Intermediate,53,99,8/7/2022
c00176,AI Course 176,AI,i00588,Intermediate,14,57.56,9/8/2023
c00177,Design Course 177,Design,i05800,Beginner,35,43.28,9/4/2020
c00178,Math Course 178,Math,i06353,Advanced,21,159.86,1/8/2021
c00179,AI Course 179,AI,i06332,Intermediate,35,102.31,11/2/2021
c00180,Biology Course 180,Biology,i09703,Intermediate,11,95.17,3/12/2023
c00181,Programming Course 181,Programming,i02715,Beginner,41,34.79,6/4/2023
c00182,Physics Course 182,Physics,i07689,Advanced,13,171.06,12/6/2020
c00183,Math Course 183,Math,i07376,Intermediate,42,71.98,1/11/2023
c00184,Math Course 184,Math,i04938,Advanced,52,196.67,8/2/2018
c00185,Design Course 185,Design,i02305,Advanced,30,108.25,8/15/2021
c00186,Music Course 186,Music,i00728,Beginner,12,21.65,11/7/2023
c00187,Programming Course 187,Programming,i08266,Beginner,20,71.04,1/11/2020
c00188,Biology Course 188,Biology,i08690,Advanced,35,159.92,3/2/2020
c00189,Biology Course 189,Biology,i06169,Intermediate,28,95.27,4/6/2021
c00190,Math Course 190,Math,i02230,Intermediate,50,97.83,9/10/2022
c00191,AI Course 191,AI,i04202,Advanced,50,149.73,3/1/2022
c00192,Physics Course 192,Physics,i06051,Intermediate,42,99.67,11/20/2022
c00193,Data Science Course 193,Data Science,i01724,Intermediate,10,54.01,7/21/2022
c00194,Business Course 194,Business,i06745,Beginner,36,75.42,4/26/2020
c00195,Data Science Course 195,Data Science,i09677,Intermediate,24,57.06,6/17/2019
c00196,Physics Course 196,Physics,i07325,Beginner,10,56.25,9/23/2022
c00197,Data Science Course 197,Data Science,i05062,Beginner,22,33.73,7/10/2022
c00198,Programming Course 198,Programming,i00763,Intermediate,52,109.85,10/31/2022
c00199,Data Science Course 199,Data Science,i05809,Intermediate,46,93.54,9/28/2020
c00200,History Course 200,History,i04959,Intermediate,18,62.55,1/29/2022
c00201,History Course 201,History,i05824,Advanced,12,127.71,10/31/2022
c00202,Design Course 202,Design,i08443,Advanced,12,166.83,8/23/2022
c00203,Biology Course 203,Biology,i03299,Intermediate,38,103.88,3/30/2023
c00204,Programming Course 204,Programming,i03271,Advanced,41,187.01,10/30/2021
c00205,Physics Course 205,Physics,i00398,Beginner,52,21.95,12/28/2023
c00206,Physics Course 206,Physics,i04888,Advanced,37,155.99,10/3/2021
c00207,Math Course 207,Math,i09720,Intermediate,27,100.18,6/25/2022
c00208,Math Course 208,Math,i02479,Advanced,44,184.39,8/16/2022
c00209,Physics Course 209,Physics,i06477,Beginner,32,37.59,11/24/2022
c00210,Data Science Course 210,Data Science,i03508,Intermediate,31,105.99,12/4/2020
c00211,Data Science Course 211,Data Science,i09224,Intermediate,41,50.04,12/28/2022
c00212,Design Course 212,Design,i08466,Beginner,13,63.52,11/13/2021
c00213,History Course 213,History,i01655,Intermediate,31,100.59,6/27/2021
c00214,Design Course 214,Design,i08467,Beginner,54,36.63,8/3/2020
c00215,Data Science Course 215,Data Science,i05023,Intermediate,42,101.91,11/27/2023
c00216,History Course 216,History,i05211,Beginner,26,70.14,12/16/2021
c00217,Physics Course 217,Physics,i02075,Intermediate,48,103.76,1/3/2022
c00218,Data Science Course 218,Data Science,i05665,Intermediate,28,61.04,4/7/2021
c00219,Data Science Course 219,Data Science,i02103,Advanced,46,157.47,6/3/2021
c00220,Music Course 220,Music,i06090,Beginner,45,45.35,5/1/2020
c00221,Business Course 221,Business,i08291,Beginner,24,46.68,3/15/2021
c00222,Business Course 222,Business,i07014,Intermediate,49,71.58,2/25/2023
c00223,Data Science Course 223,Data Science,i06376,Beginner,42,29.56,1/3/2023
c00224,Biology Course 224,Biology,i05136,Intermediate,16,90.73,11/1/2023
c00225,AI Course 225,AI,i02996,Intermediate,23,71.06,7/11/2022
c00226,Physics Course 226,Physics,i08551,Beginner,24,48.56,6/3/2021
c00227,Data Science Course 227,Data Science,i02432,Intermediate,53,78.5,4/14/2020
c00228,Data Science Course 228,Data Science,i01975,Beginner,54,31.8,4/7/2022
c00229,Data Science Course 229,Data Science,i00077,Intermediate,19,67.74,9/22/2020
c00230,History Course 230,History,i03188,Beginner,6,32.45,2/11/2022
c00231,History Course 231,History,i01472,Advanced,13,186.19,6/17/2023
c00232,Data Science Course 232,Data Science,i06903,Beginner,30,55.28,2/5/2023
c00233,AI Course 233,AI,i05752,Advanced,12,196.31,2/19/2023
c00234,Design Course 234,Design,i04980,Intermediate,17,59.17,5/8/2020
c00235,AI Course 235,AI,i04907,Beginner,11,79.8,7/26/2023
c00236,Music Course 236,Music,i07486,Advanced,35,195.08,7/1/2022
c00237,Physics Course 237,Physics,i00935,Advanced,22,170.51,10/19/2021
c00238,Biology Course 238,Biology,i02066,Beginner,40,75.77,8/30/2023
c00239,AI Course 239,AI,i08687,Intermediate,23,97.6,8/4/2023
c00240,Physics Course 240,Physics,i02818,Intermediate,14,117.76,12/14/2022
c00241,Design Course 241,Design,i00781,Intermediate,24,120.58,12/3/2022
c00242,Biology Course 242,Biology,i02487,Beginner,29,71.55,3/31/2018
c00243,Math Course 243,Math,i02154,Intermediate,6,102.43,4/1/2021
c00244,Math Course 244,Math,i02597,Intermediate,28,52.52,2/18/2022
c00245,Programming Course 245,Programming,i06109,Beginner,6,25.67,1/30/2022
c00246,History Course 246,History,i03234,Beginner,15,22.5,6/11/2023
c00247,Data Science Course 247,Data Science,i05046,Advanced,27,150.09,2/14/2023
c00248,Music Course 248,Music,i08639,Beginner,36,45.41,8/31/2021
c00249,Music Course 249,Music,i09071,Intermediate,16,89.18,11/18/2021
c00250,Design Course 250,Design,i07875,Advanced,21,137.68,6/10/2018
c00251,History Course 251,History,i06378,Intermediate,46,84.81,10/14/2023
c00252,Business Course 252,Business,i06217,Advanced,26,183.09,4/20/2020
c00253,Programming Course 253,Programming,i00777,Intermediate,43,60.61,1/1/2023
c00254,AI Course 254,AI,i03629,Advanced,22,118.5,12/23/2023
c00255,History Course 255,History,i05562,Beginner,32,30.28,11/20/2023
c00256,Music Course 256,Music,i01160,Beginner,15,54.26,7/2/2023
c00257,Data Science Course 257,Data Science,i03830,Beginner,52,60.17,1/13/2022
c00258,Data Science Course 258,Data Science,i03711,Intermediate,34,109.24,3/7/2023
c00259,Music Course 259,Music,i05029,Intermediate,33,80.16,5/23/2022
c00260,Business Course 260,Business,i08019,Beginner,38,22.48,8/25/2018
c00261,Music Course 261,Music,i00225,Advanced,40,130.46,11/20/2023
c00262,Music Course 262,Music,i04850,Advanced,5,152.43,9/15/2021
c00263,Math Course 263,Math,i04437,Advanced,28,142.65,10/21/2022
c00264,Business Course 264,Business,i06345,Beginner,24,59.45,11/6/2021
c00265,Biology Course 265,Biology,i07908,Advanced,41,190.44,8/12/2020
c00266,Music Course 266,Music,i01364,Beginner,22,57.92,8/10/2022
c00267,Biology Course 267,Biology,i02821,Intermediate,18,76.37,1/18/2021
c00268,Biology Course 268,Biology,i08131,Beginner,17,43.6,10/21/2022
c00269,History Course 269,History,i00619,Beginner,10,46.84,8/25/2021
c00270,Math Course 270,Math,i09881,Intermediate,46,70.07,6/7/2022
c00271,Math Course 271,Math,i07951,Advanced,14,172.51,9/30/2021
c00272,Data Science Course 272,Data Science,i05604,Beginner,54,77.67,5/9/2023
c00273,Business Course 273,Business,i08946,Advanced,22,117.28,7/24/2023
c00274,History Course 274,History,i07934,Beginner,46,39.33,12/31/2020
c00275,Design Course 275,Design,i03226,Intermediate,31,129.87,11/26/2023
c00276,Business Course 276,Business,i01193,Intermediate,53,108.52,3/26/2022
c00277,AI Course 277,AI,i07984,Beginner,38,34.01,6/18/2020
c00278,History Course 278,History,i08126,Beginner,34,38.76,11/7/2021
c00279,Math Course 279,Math,i07210,Beginner,54,27.61,6/23/2023
c00280,Design Course 280,Design,i00686,Intermediate,42,73.15,5/30/2023
c00281,Music Course 281,Music,i01202,Beginner,34,76.52,11/17/2022
c00282,Music Course 282,Music,i00792,Beginner,36,20.98,8/18/2021
c00283,Music Course 283,Music,i00536,Intermediate,37,51.72,10/11/2019
c00284,History Course 284,History,i05911,Beginner,38,29.6,8/3/2020
c00285,Programming Course 285,Programming,i00877,Advanced,40,109.68,3/28/2023
c00286,Math Course 286,Math,i05535,Advanced,48,153.8,6/26/2022
c00287,Biology Course 287,Biology,i00547,Advanced,38,161.6,12/18/2023
c00288,Business Course 288,Business,i06894,Intermediate,26,83.38,12/22/2022
c00289,Math Course 289,Math,i02372,Advanced,7,163.89,2/18/2023
c00290,Math Course 290,Math,i09595,Intermediate,16,79.59,12/5/2023
c00291,Music Course 291,Music,i06601,Beginner,27,78.99,5/18/2020
c00292,Business Course 292,Business,i09871,Beginner,12,24.33,7/18/2023
c00293,Physics Course 293,Physics,i08107,Beginner,9,78.08,4/22/2021
c00294,AI Course 294,AI,i01033,Beginner,47,21.32,5/26/2023
c00295,Business Course 295,Business,i05600,Intermediate,16,87.73,8/8/2022
c00296,Design Course 296,Design,i02213,Advanced,39,111.24,9/16/2022
c00297,History Course 297,History,i08500,Advanced,18,176.12,5/14/2023
c00298,History Course 298,History,i08582,Beginner,33,75.54,5/11/2023
c00299,Physics Course 299,Physics,i00892,Advanced,24,107.52,7/5/2022
c00300,Music Course 300,Music,i01996,Intermediate,26,74.05,1/27/2022
c00301,Programming Course 301,Programming,i03832,Intermediate,49,53.16,8/21/2023
c00302,Physics Course 302,Physics,i02668,Advanced,46,184.99,8/29/2023
c00303,Biology Course 303,Biology,i03923,Intermediate,21,70.94,11/30/2022
c00304,History Course 304,History,i09110,Beginner,32,29.64,5/8/2022
c00305,Design Course 305,Design,i01653,Beginner,54,45.56,12/23/2021
c00306,Math Course 306,Math,i07104,Beginner,31,60.78,7/26/2021
c00307,Physics Course 307,Physics,i09441,Advanced,29,151.17,12/24/2021
c00308,Programming Course 308,Programming,i00189,Intermediate,12,121.61,8/15/2020
c00309,Programming Course 309,Programming,i01468,Intermediate,39,58.76,4/12/2023
c00310,History Course 310,History,i01840,Advanced,13,117.1,10/20/2023
c00311,Business Course 311,Business,i02440,Beginner,22,70.93,11/9/2018
c00312,Biology Course 312,Biology,i00226,Advanced,41,127.27,11/21/2023
c00313,Design Course 313,Design,i02215,Advanced,48,109.82,8/16/2021
c00314,Physics Course 314,Physics,i09730,Beginner,14,21.92,5/10/2021
c00315,Music Course 315,Music,i06162,Intermediate,53,93.03,4/27/2023
c00316,AI Course 316,AI,i07042,Intermediate,43,58.24,3/31/2023
c00317,Music Course 317,Music,i05826,Advanced,25,135.46,3/21/2021
c00318,AI Course 318,AI,i09474,Advanced,18,166.17,6/20/2023
c00319,AI Course 319,AI,i07984,Intermediate,28,91.86,1/7/2023
c00320,Physics Course 320,Physics,i00566,Intermediate,15,87.78,11/23/2020
c00321,Physics Course 321,Physics,i09774,Beginner,12,54.29,2/2/2021
c00322,Physics Course 322,Physics,i06562,Beginner,6,31.43,12/19/2022
c00323,History Course 323,History,i03440,Beginner,15,69.17,11/18/2023
c00324,History Course 324,History,i05273,Intermediate,44,123.38,10/24/2023
c00325,Biology Course 325,Biology,i03082,Advanced,46,170.24,8/12/2022
c00326,AI Course 326,AI,i05163,Intermediate,13,103.7,4/13/2022
c00327,Biology Course 327,Biology,i02863,Beginner,8,37.3,7/8/2022
c00328,Biology Course 328,Biology,i09738,Intermediate,19,104.43,2/8/2019
c00329,History Course 329,History,i02278,Advanced,24,183.38,8/4/2020
c00330,AI Course 330,AI,i02170,Advanced,43,188.76,3/17/2021
c00331,Programming Course 331,Programming,i00488,Intermediate,16,105.89,5/26/2021
c00332,History Course 332,History,i06150,Beginner,45,74.81,8/4/2023
c00333,AI Course 333,AI,i01180,Intermediate,6,75.35,2/4/2023
c00334,Programming Course 334,Programming,i06576,Beginner,16,21.55,11/21/2023
c00335,Design Course 335,Design,i05632,Intermediate,38,50.59,12/4/2022
c00336,Math Course 336,Math,i02283,Advanced,15,135.22,1/25/2023
c00337,Programming Course 337,Programming,i04827,Advanced,10,168.12,2/17/2023
c00338,Biology Course 338,Biology,i02409,Intermediate,45,53.73,12/1/2023
c00339,Music Course 339,Music,i01282,Beginner,8,62.11,9/29/2021
c00340,AI Course 340,AI,i02037,Intermediate,7,123.62,2/15/2021
c00341,AI Course 341,AI,i09249,Advanced,31,194.17,8/7/2021
c00342,Biology Course 342,Biology,i08939,Advanced,50,196,5/3/2022
c00343,Data Science Course 343,Data Science,i04876,Advanced,19,172.81,8/6/2022
c00344,Music Course 344,Music,i08787,Beginner,23,35.31,10/25/2023
c00345,Physics Course 345,Physics,i09285,Beginner,20,77.85,8/4/2022
c00346,Biology Course 346,Biology,i02458,Advanced,33,145.04,2/22/2023
c00347,Biology Course 347,Biology,i02409,Beginner,28,48.94,7/11/2022
c00348,Business Course 348,Business,i03174,Intermediate,25,85.58,6/11/2023
c00349,Programming Course 349,Programming,i00372,Advanced,18,192.87,12/1/2020
c00350,Business Course 350,Business,i07709,Intermediate,6,57.8,1/18/2023
c00351,Math Course 351,Math,i05602,Advanced,16,150.43,8/1/2023
c00352,Business Course 352,Business,i04577,Intermediate,14,108.72,3/4/2019
c00353,Business Course 353,Business,i08370,Advanced,35,100.96,11/21/2018
c00354,Music Course 354,Music,i07533,Advanced,53,158.13,11/15/2023
c00355,Design Course 355,Design,i08395,Advanced,5,178.59,2/13/2019
c00356,History Course 356,History,i04299,Intermediate,38,98.57,3/18/2020
c00357,Programming Course 357,Programming,i00782,Advanced,31,114.07,3/17/2021
c00358,Data Science Course 358,Data Science,i07933,Beginner,30,66.66,8/15/2023
c00359,Math Course 359,Math,i09478,Intermediate,36,59.5,9/7/2022
c00360,Data Science Course 360,Data Science,i02415,Intermediate,29,97.78,3/15/2021
c00361,Biology Course 361,Biology,i06093,Advanced,49,170.83,9/23/2022
c00362,Business Course 362,Business,i03463,Beginner,16,26.28,7/21/2018
c00363,Data Science Course 363,Data Science,i08353,Intermediate,34,81.23,5/8/2023
c00364,Design Course 364,Design,i02474,Intermediate,32,118.32,5/9/2021
c00365,Physics Course 365,Physics,i03117,Advanced,17,131.47,1/17/2021
c00366,Physics Course 366,Physics,i00158,Advanced,27,112.9,8/22/2023
c00367,History Course 367,History,i05729,Beginner,22,33.95,3/22/2021
c00368,Programming Course 368,Programming,i07995,Intermediate,50,57.62,4/13/2020
c00369,Music Course 369,Music,i06798,Advanced,11,113.27,10/10/2020
c00370,Data Science Course 370,Data Science,i02682,Advanced,47,108.07,5/11/2020
c00371,AI Course 371,AI,i05218,Advanced,22,150.41,10/12/2022
c00372,Data Science Course 372,Data Science,i02459,Intermediate,46,113.06,3/14/2021
c00373,AI Course 373,AI,i00539,Intermediate,14,66.01,4/30/2022
c00374,Physics Course 374,Physics,i02598,Beginner,20,75.9,8/3/2023
c00375,Biology Course 375,Biology,i02900,Intermediate,40,101.42,11/18/2023
